,clean_tweet,class,labels
2504,  these catfish hoes thinkin they slick but niggas catching on  ,1,offensive
2505,  thank you again mick,0,non_offensive
2506,  fuck u u dumb ass bitch hoe,1,offensive
2507,i just got so hype haha lets go beat the shit out dat pussy ass niqqa,1,offensive
2508,my grandma got a rosta colored dressit is so pretty she better let me borrow it,0,non_offensive
2509,    fuck that cock sucker hulk hogan put him in camel clutch fuck his ass make him humble  ,1,offensive
2510, id rather sit at the house all day and jack off then bust a mission to literally only chill with a bitch   httptcometm60bg15,1,offensive
2511,i have never felt this comfortable around a crazy in my life ole cool crazy ass bitch this my nigga right here,1,offensive
2512,everyone needs to stop bitchin about jeter youre witnessing the last week of baseball from the greatest player to wear a yankees uniform,1,offensive
2513,i can see ya hoes amp all of em nothin,1,offensive
2514,    trash,0,non_offensive
2515,this reminds me of another quality video lol he aint fittin to front for these peckerwoods httptcoaypwhr0j62,0,non_offensive
2516,why is that most of the niggasbitches i use to fw like to sub me   ,1,offensive
2517,    i do not be worrying about these messy hood ass hoes but they worrying about me though why  ,1,offensive
2518,    grow up bitch,1,offensive
2519,    lowkey i put sum of these hoes on the map  so call me kingtunchi bitch ,1,offensive
2520,  10 sex positions httptcont3pabmwsm httptcojmhz8sczf0naw this what u call fucking the soul outta bitch  ,1,offensive
2521,    no i aint no bitch amp no i aint no snitch,1,offensive
2522,get a bitch break a bitch,1,offensive
2523,ya bitches dumb as fuck for the felon,1,offensive
2524,  it worked bitch,1,offensive
2525,    i aint got no problem chicks goin on vacay to the states to be hoes just declare ya aids at the border when ya come back,1,offensive
2526,    exclusive ars  wenger gave two yellow cards amp red card while refereeing a charity match in rome  ,0,non_offensive
2527,    just annouced to my hoes who i am drafting first round for cuffing season httptcoo1a0oqaxut,1,offensive
2528,    halloween candy corn bird httptcoktnbyutykw,0,non_offensive
2529,i just bought a bentley and a bitch came wit it,1,offensive
2530,  what niggah,1,offensive
2531,  sup nappy headed hoe you got quiet,1,offensive
2532,it the principle of the matter bitch  ,1,offensive
2533,  oil who said sumthin bout oil bitch you cookin,1,offensive
2534,    i know if my bf breaks up w me i will become the biggest hoe of all time ampprobably fuck anyone who looks my way bc id be s ,1,offensive
2535,what up fake ass hoe i am not gone fought you today gimme my nigga hand back,1,offensive
2536,    this grown on your own shit is for the birds  ,1,offensive
2537,a hoe gone be a hoe they aint  ,1,offensive
2538,    hey antony you speaks colored good,0,non_offensive
2539,  tow truck       httpstcoifinqwvrad,0,non_offensive
2540,he called me a bitch and he said he was changing do you call that changing i do not think so how about you go fuck yourself  ,1,offensive
2541,lmao what a comeback       says the twat with the sides of her head shaved like a damn asshole,1,offensive
2542,this nigga on the train treating his bitch over the phone lmao,1,offensive
2543,i am retarded hungover and all we had were beers a lot of beers,1,offensive
2544,i am gonna hoe the shit out of you when we meet again cannot wait,1,offensive
2545,  i am not hollywood at all my nig u brought me to twitter n bounced,1,offensive
2546,that front flip was trash that is how i front flip into the swimming pool and land on my back every time,0,non_offensive
2547,  you out yo mind rose colder than kim amp way more down to earth kanye bitch give him more problems than wizs does,1,offensive
2548,    people who would vote for charlie crist and michelle nunn are why our founders did not put a right to vote in our constitut ,0,non_offensive
2549,    boys get thirsty and grimey for a girl no pussy getting ass niggas,1,offensive
2550,no paper hoe but you can have some more of me,1,offensive
2551,top layer trash,0,non_offensive
2552,she sent me one back but i aint even read it cause pussys only pussy and i get it when i need it,1,offensive
2553,    if you are a freshman and you have fucked 14 of the boys in the senior class you are a hoe  ,1,offensive
2554,    ratchet ass bitch     nicki minaj smashes up her boyfriends benz httptcobxqd30z6nb httptcogbgjiuiref ,1,offensive
2555,oscars fuckin roasts right now got me hella dying   this bitch  ,1,offensive
2556,i love living in minnesota the weather is bad enough for people to bitch about it but we do not have anything serious stay safe east coast,1,offensive
2557,the sassy clerk at the post office was curious why i was getting packages from japan bitch i am just buyin toys,1,offensive
2558,      fans are scheduled to meet up at pier 39 on sat  5pm to trash talk and heckle san franciscans be prepared wear ,0,non_offensive
2559,not fun   when you have braxton hicks and cramps regularly from moving around you try it,0,non_offensive
2560,this subway worker is being a major bitch to a soldier come on show some respect,1,offensive
2561,amanda is a bitch omg i would beat her ass lol,1,offensive
2562,  they ban dat pussy for life amp he gotta pay 25 millon dollar fine,1,offensive
2563,    teachers always assign homework like we do not have no life bitch i gotta go home and tweet,1,offensive
2564,  we are laying rock around our lake you are welcome to join a redneck workout    ,0,non_offensive
2565,    she doin homework you jiggaboo let her be,1,offensive
2566,  bitch ass,1,offensive
2567,a nicca is hungry as fuk,1,offensive
2568,pretty ass niggah httptcojqlst70msm,1,offensive
2569,    httptcow43kps9zp0  now this hoe bad,1,offensive
2570,i would rather have a flat bitch then a bitch who cheats ,1,offensive
2571,  yea i listen to that hoe when i wake up,1,offensive
2572,    i swear   we in this forever now bitch httptco293ymzdmun,1,offensive
2573,    not a fucking charge even as a juvenile if you call   a thug at this point just say nigger cuz it is  ,1,offensive
2574,  i am not saying i am for this but  studs will fuck trannys but will not let they bitch strap them down you muhfuckas childish lol ,1,offensive
2575,      swear ag ugly den a bitch he look like a possum and giraffe mix breed this isnt funny but i died l ,1,offensive
2576,    a quick lesson on the birds and the bees the birds are looming oily sudden the bees are bulbous shrieking hungry ,0,non_offensive
2577,she fuck with me cause i aint no bitch ,1,offensive
2578,    he tweet like a bitch broke his heart,1,offensive
2579,  bitch u describe both of those terms,1,offensive
2580,      that is 5 years away from legal drinking age and 14 year old pussy  ahaha eat ice cream not pussy bud,1,offensive
2581,    she literally just put the whole trash bag on lmfao httptcoyierskyrfc,0,non_offensive
2582,news flashwhen you pay taxes you are paying for everything you bitch about      httptcod5spvgjxto,1,offensive
2583,thus bitch looks just like lindsay lohan she gets down just like lindsay lohan    ,1,offensive
2584,the way a klansman would say nigger slave is the way the   says conservative they   literally sees conservatives as their slaves,1,offensive
2585,  that hoe skilled,1,offensive
2586,    bored as hell shoulda answered my phone calls bitch  i rather be bored,1,offensive
2587,    neymar fell like a bitch,1,offensive
2588,  jeff luhnow is to blame for the astros not blowing out the red sox and yankees hc,0,non_offensive
2589,how he move in a room full of nos how he stay faithful in a room full of hoes,1,offensive
2590,  fake bitches i do not want your hugs ,1,offensive
2591,    bitches with no tits or ass dont even get a hug from me you are one of the boys now you get a handshake,1,offensive
2592,lol this girl makes fun of guys for having like light voices but i am just like bitch your voice is like deeper than five men together wtf,1,offensive
2593,    when i throw away paperball perfectly into the trash can httptco215e0h0ps9,0,non_offensive
2594,    holy fucking shit why is a game against a third string qb redskins team so gut wrenching,1,offensive
2595,they some bitch ass niggas,1,offensive
2596,90 of niggas goofy and act like bitches,1,offensive
2597,same     that was back when i found myself listening to mad real hip hop zero bitches in sight,1,offensive
2598,    bae will always be bae  even when bae is not bae that is still bae  therefore  you hoes can move around please  ,1,offensive
2599,this shit so trash lol,1,offensive
2600,if a chick wants me to eat her pussy then leave i will accept gladly lol,1,offensive
2601,    pussy this pussy that,1,offensive
2602,hoes always blaming hoes for being hoes,1,offensive
2603,    all i see down my tl is naked white bitches  ,1,offensive
2604,    when the lazy eye bitch was tryna put up a front with me httptcoehgpt5baa2,1,offensive
2605,  17 missed calls   yo po bitch twitter finna be screamn  ,1,offensive
2606,i just read prolly 11 tweets from 11 different girls about how their looong relationship ended today daaaamn yo hoe will get slayed,1,offensive
2607,i am cute with or without the makeup amp eyelashes   you all bitches depend on that shit,1,offensive
2608,  gobble de gook,0,non_offensive
2609,broke bitches on my tl,1,offensive
2610,  pussy pussy pussy marijauna wannnnaaa,1,offensive
2611,is hillary the   bird  candidate httptcoyfubgwq4tw via  ,0,non_offensive
2612,a bitch can have two black eyes bloody lip scalp bleeding bruises and a broken arm and still be like but i love him lmao,1,offensive
2613,bitches be in they feelings to much like live bitch,1,offensive
2614,me mom honestly thank you for making me a bad bitch mom you have gotta stop,1,offensive
2615,jihadis are running a claim that the king of   arabia died two days ago must be the bombs falling on em that r making em hallucinate,0,non_offensive
2616,              nigga be safe hoe,1,offensive
2617,      lol why you tryna be raw doe bitch,1,offensive
2618, this niggah kevin hart could not sit down lmaoooooooooooo my niggah my niggah  ,1,offensive
2619,wow my dad just racked me what a fag,1,offensive
2620,    this the i play soccer cheat on girls and wear khaki coloured cargos haircut httptconqylxquloc,0,non_offensive
2621,                  i bet she is a new york yankee prog ,0,non_offensive
2622,lol they replaced the big yellow chicken with homer,0,non_offensive
2623,gonna surprise earl with a tranny best 450 ever fucking spent yes,1,offensive
2624,note to self boiling water hot monkey brain,0,non_offensive
2625,damn those shiner rock those bud light platinum and that ciroc,0,non_offensive
2626,    about to rock this bitch with   with our beautiful angelic voices  ,1,offensive
2627,    pussy will always be my fav iggy song like how do you not like a song that just says pussy numerous amounts of time,1,offensive
2628,  you tink u done made a funny nigga come   i got nightclubs trannies crackheads dealers come at megt,1,offensive
2629,    bitches will argue with you for 30 mins and then be like you know what i aint gonna argue with youbitch what,1,offensive
2630,it aint nothin to cut a bitch off,1,offensive
2631,she do not get emojis until after i bag emojis are pussy shit,1,offensive
2632,    i flex it aint no turning down take yo bitch fly out of town  macin stackin ready to get it crackin aint no tu ,1,offensive
2633,    stop gassing up these regular ass bitches,1,offensive
2634,bbl gonna go sob over gay bird babies,1,offensive
2635,  i did not really have one was aware of yankees but always loved dodgers uniform,0,non_offensive
2636,the only part of the awards that i liked was the dykes part of the cypher amp the old skool female mcs,1,offensive
2637,  to my exit 47 niccas  ,1,offensive
2638,  bitch i aint arguing with you  fuk on you said some slick shit n i addressed it   ,1,offensive
2639,    agreed eating pussy is so much better  both nasty,1,offensive
2640,going to get my id today fucking finally i will see you retards soon,1,offensive
2641,    time for ranger scouts to head out and watch some yankee prospects  ,0,non_offensive
2642,    this hoe  ,1,offensive
2643,sonoma county cannot handle the gutto style straight up north bay is pussies forever,1,offensive
2644,  in that picture yes i have not had an updated pic added the angel wing is colored now too and thanks represents what i am ,0,non_offensive
2645,      marcus bitch ass   aint loyal at all team hopping ass    ,1,offensive
2646,  other than those the university and the white black and red ones  the rest trash anyway they just making shit up now,1,offensive
2647,hoes aint wana fuck a nigga back then you but all the bitches wana fuck a nigga now,1,offensive
2648,if u bad niggas a really play nice to get to the pussy then that ass gone  ,1,offensive
2649,  follow me bitch lol u too good to follow back ha ha,1,offensive
2650,i just wish i had a girlfriend to come home to after a long night of fuckin wit bitches in the club,1,offensive
2651,all these so called real niggas and they hoes aint nuttin but some massah luvin uncle toms amp aunt jamammis fakin da funk,1,offensive
2652,    charlie rose can you coexist with israel meshal not as occupiers after that national consensus will decide not ha ,0,non_offensive
2653,        this charlie z really does need mental help check this out httptcockbs6wczu1,0,non_offensive
2654,this hoe car smell like nigga let off a sweet potato bomb in her shit,1,offensive
2655,my bitch from magic city she shaking ass amp titties httptcolpfjviwrqn,1,offensive
2656,bitches love beefing over a nigga that is always in other bitches faces,1,offensive
2657,beautiful fairy elegant dress httptcoouxwbytut6,0,non_offensive
2658,    sick ass goal    ,1,offensive
2659,i think you are in a bad mood from munching on hairy pussy,1,offensive
2660,lmao     lowkey peyton manning trash,0,non_offensive
2661,        you already know they go to fed for me ah bitch be ready to walk out the door  ,1,offensive
2662,  i do not know i am hoeless so i do not know where they congregate,1,offensive
2663,  how about darkskin dykes,1,offensive
2664,    thot is a childish word  up and call that bitch a hoe ,1,offensive
2665,    yas bitch  do not have too much fun,1,offensive
2666,    did that bitch from frozen ever let it go,1,offensive
2667,it takes a true directioner to accept larry you know what bitch its fans like you that make the boys cry  ,1,offensive
2668,    fuck a nigga and a bitch,1,offensive
2669,idk how i have friends i am so blunt and sarcastic people probably think i am a raging bitch,1,offensive
2670,dont show me no bitch unless she look like dolly parton,1,offensive
2671,it pissrs me tf off when i call you back a half a second later nd you dont answer you a bitch ass nigga for that,1,offensive
2672,  have fun getting deported you fucking faggot,1,offensive
2673,  aye hoe,1,offensive
2674,    cannot wait to eat     and see my   friends bring on those damn yellow penguins  ,1,offensive
2675,  lmao do not fight me you do not know my ghetto ass school dude i highly doubt that since i do not give a fuck about it,1,offensive
2676,  i am rich dave chappelle voice signed   ped users  say bitch you pussy,1,offensive
2677,    if you buy tickets for transformers 3d they just lock you in an aluminum trash can and toss you from an overpass into rus ,0,non_offensive
2678,why you worried bout a bitch weed clothessex game system partieschillin  but no job,1,offensive
2679,    niggas loose they down bitch for a bitch who down to snitch  ,1,offensive
2680,im only cocky to hoes hmmm i wonder why prolyy cuz i dont fuck wit yall,1,offensive
2681,nooo not sailor moon and squad in the club w all my bitches lookin good httpstcos6yj748if1,1,offensive
2682,bitch killa gone be dacing in that bitch cdfu,1,offensive
2683,    wayne really treat nicki like that is his bitch  ,1,offensive
2684,damn some oreos would be so fucking clutch right now,1,offensive
2685,pretty girls wit bird brainswhat a waste smh,0,non_offensive
2686,did not know alberta had brampton bitches  ,1,offensive
2687,    goodbye you faggot httptcoojkzjkgvxl,1,offensive
2688,i just getting started oh ya we got it bitch,1,offensive
2689,  thats my fav part on take care  album trash,0,non_offensive
2690,everything do not deserve a reaction so do not think because you do something that i am jumpno bitch i am focused on money not your sad ass,1,offensive
2691,cannot turn a hoe into a house wife  ,1,offensive
2692,    it does not matter who i make out with in spin the bottle because i only invite the hottest bitches to play  ,1,offensive
2693,    hell yea bitch,1,offensive
2694,what is worse than jury duty is the confirmation you get while serving that the general public is retarded,1,offensive
2695,    21 hoes,0,non_offensive
2696,    or feet       yea i got big hands lol i am a big bitch 510 lol i am not gon have small hands  ,1,offensive
2697,fake ass hoes all around,1,offensive
2698,  i am always amazed at your resilience to keep on going into the night shift is it really better than the to ghetto,1,offensive
2699,karma is a bitch,1,offensive
2700,it is beanie weather bitches   httptcouy012hkz9q,1,offensive
2701,    good riddance bitches   httptcodeqbjlftxz,1,offensive
2702,i be try a log on to ig an like pics but bitches dont be posting no pics,1,offensive
2703,it is the most hillbilly thought ever a thing is a way one time or to one audience and therefore it must be that way always,0,non_offensive
2704,cay said well bitch i thot you was on house arrest so you aint walking no where   i hate her,1,offensive
2705,is it just me or is hicks saying bung beds  ,0,non_offensive
2706,i was down for a minute  them bitches left a nigga them hoes forgot about me  like they neva met a nigga,1,offensive
2707,  with your height yeah chunky bitch,1,offensive
2708,    bitches in middle school be like httptco8hdtphph51,1,offensive
2709,ugh i cannot stand a bitch that smokes black amp milds they make me itch,1,offensive
2710,      kissin small lips is trash lol  yessssss,0,non_offensive
2711,you cannot treat these hoes like ladies,1,offensive
2712,  shut your mouth you little fuckin bitch,1,offensive
2713,these days bitches be just letting anyone hit raw ,1,offensive
2714,  bruh bruh that bitch aint loyal ,1,offensive
2715,thats some hoe shit doe,1,offensive
2716,    beyonc  seems like a bitch,1,offensive
2717,    i hate when ppl say hoes are not loyal they supposed to be  ,1,offensive
2718,    mt     is paid by white supremacist they always get a negro to do their dirty work  ,1,offensive
2719,and niccas are 38 hot if they paid 20 bucks for that payperview,1,offensive
2720,fuck your dreads fire it up hoe rt while we watch this is the end,1,offensive
2721,    now bitches gonna think just because they are married they are better than every female that is not smh,1,offensive
2722,do not make me take yo bitch nigga  ,1,offensive
2723,sometimes you gotta settle for an average lookin bitch wit a good personality just to prevent yourself from gettin cheated on,1,offensive
2724,  girl that is all these hos need they do not care  ,1,offensive
2725,  bring it bitch,1,offensive
2726,add my snapchat lil bitch trevaughn3,1,offensive
2727,charlie jacobs got confused about the ice bucket challenge and instead dumped a bucket of diamonds on his head,0,non_offensive
2728,yous a bitch ass nigga   rt i push the tape bac till around labor day weekend turn up ,1,offensive
2729,if you aint a hoe get up out my trap house   ,1,offensive
2730,guysssss you know what that means     maaan  most of my friends are hoes this cannot be true  ,1,offensive
2731, waaaaittt niggah holllllup   these niggahs come to town start wifen my old sluts   ,1,offensive
2732,  suck it up pussy,1,offensive
2733,this bitch is talking to herself who the fuck does that bitch u need help with yo im hearing vocies in my head  ,1,offensive
2734,whheeet bitch you lying,1,offensive
2735,    i am a cool ass nigga lbsit is rare if a mf do not like menigga you either hating or mad cus yo bitch choosing  ,1,offensive
2736,    you put my number on blocklist how can i stop this convert them mfs i will make all them hoes topless  ,1,offensive
2737,women want a best man holiday type of nigga meanwhile you have mad thot pics on ya gram talking about this could be us bitch die,1,offensive
2738,    these bitches love wyandanch niggas i tell you  i always see yall ot bitches out here wit them  but keep frontin for t ,1,offensive
2739,    you all virgo bitches gotta chill thinking you all beyonc   ,1,offensive
2740,    females now a days do not like to do anything freaky because  you niggas gossip about it like bitches ,1,offensive
2741,    that is where i get my yellow flags for being amazing   hell yeah niggy,1,offensive
2742,he got a cousin named jason that rock da gary paytonnow da same triflin bitches an hiv patient,1,offensive
2743,    no homo bro love ya to lets get some 151 an some malibu rum tech 9 this bitch haha,1,offensive
2744,      good pussy change ya life  ,1,offensive
2745,charlie clips vs yung ill review httptcotwhj0w1qjq,0,non_offensive
2746,      i cannot remember all the girls i have smashed   on god  shit  not technically it takes  ,1,offensive
2747,my dog just lifted her leg to pee she is such a butch bitch,1,offensive
2748,charlie rangel some republicans believe that slavery is not over  truth revolt httptconpbdpk0cqz bam race card vote democrats out,0,non_offensive
2749,not all females constantly tweet about their boyfriends but i wish death on the ones that do tired of you and him bitch,1,offensive
2750,seriously reading thriller like books spook me more than most horror movies  ,0,non_offensive
2751,    it is annoying when ppl follow to unfollow like bitch i was trying to be considerate  ,1,offensive
2752,    you a hoe if ya grandma got a tattoo,1,offensive
2753,  yo fuck skateboarding all you all some wood pushing faggots man ball is life httptcovbczp6hmt7 ,1,offensive
2754,  i have had to do it in multiple classes aint really that rare also do not call your teacher a bitch on twitter,1,offensive
2755,    these 5th grade hoes aint loyal httptcohhpruzxr0j,1,offensive
2756,  tattoo our bitches to corrupt as many men as possible to   and being a      ,1,offensive
2757,came home and found my cat sleeping on my pillow c i love that niggah,1,offensive
2758,cnt nobody be mad at who he choose to be with i cannot be mad at no bitch its the nigga so hay,1,offensive
2759,most them niccas i thought was real tried to derail me,1,offensive
2760, that fb profile checker thing fake then a mf  i just added some bitch yesterday and it had me on the top  fuck fr ,1,offensive
2761,      el republicano charlie baker elegido gobernador de massachusetts     httptcoqkbwq ,0,non_offensive
2762,this bitch think she cool with her jordan 6 rings get the fuck on,1,offensive
2763,my cat is fighting the street cat carry through the glass in my room what the hell    ,1,offensive
2764,oh hell yeah lol       you know that nicca injury prone,1,offensive
2765,i need a heated bra because my nips hurt so bad,0,non_offensive
2766,fuck a nigga feelings fuck a nigga bitch,1,offensive
2767,    i have always wanted to do a youtube cover but i am too pussy so umm okay how about this  35  s and i will post a cover ,1,offensive
2768,  ya dude get the pussies drunk,1,offensive
2769,    fuck you both bitches,1,offensive
2770,mi caldito de pollo estuvo incredible ahora a snuggle con mi snuggie y mi hubby queeee riiikkooo,0,non_offensive
2771,my favorite is   that is a dumb bitch who just posted a pic and is not sure she should have or not,1,offensive
2772,forget resting bitch face the next hot new trend will be resting drunk face,1,offensive
2773,    you are a bitch and nobody likes you,1,offensive
2774,ya need a real nigga shawty so come amp throw that pussy shawtystudio,1,offensive
2775,school sucks more dick than the hoes who attend it,1,offensive
2776,i am so high high high that a bitch cannot blow my high,1,offensive
2777,i was told never fold amp never sell my sole,0,non_offensive
2778,    we gotta be pretty with a perfect body smart funny  not too tall know how to cook be good at sex but not a hoe h ,1,offensive
2779,nobody should ever have sex with a dirty dick or pussy that says a lot about you if you fuck em knowing they smell like chitlings,1,offensive
2780,  bitch me too,1,offensive
2781,      omg lil b followed me yassss bitch he follow everybody shut yo ass up,1,offensive
2782,  lmaoooo hell naw bro i be up i have not seen that hoe,1,offensive
2783,yo  this bitch in macys tried to run out the store with a gaggle of clothes and got caught,1,offensive
2784,and you kno we the opposite of down bitch we up httptcoqkfywnfzqu,1,offensive
2785,this bitch literally just said normal people should not work out in this gym because so many body builders workout here,1,offensive
2786,  must have run out of brownies,0,non_offensive
2787,    thats life hoes gonna be hoes an you could blame tammy,1,offensive
2788,its gorg out     this bitch thinks its june or something   httptcomfvcmym,1,offensive
2789,  bitch y u aint come to school,1,offensive
2790,can you let me stretch that pussy out or nah,1,offensive
2791,    i had such a classic style of tweeting trolls dyke tweets lists etc its crazy how many niggas tweet just like me now ,1,offensive
2792,    a bird pooped on me,0,non_offensive
2793,  if beyonce amp kim kardashian have no problem sucking their mans dick then you average looking broke bitches should not neither   ,1,offensive
2794,that niggah is me lol tmlt  ,1,offensive
2795,    damn rico ass hit that hoe on point  ,1,offensive
2796,the spot is open for you take so your better grab it before another bitch do and if she is determined and beautiful enough she will do it,1,offensive
2797,cam newton is such a pussy he needs to grow up and learn he is not a hotshot any more,1,offensive
2798,    i started fuckin with bitches who believe everything their horoscope saythey believe the dumbass horoscopes they gunna bel ,1,offensive
2799,the solution is simple  buy a bitch,1,offensive
2800,going hard bitch swear i am on my job throw a quake in the air call that shit a lob,1,offensive
2801,  only a ratchet bitch would,1,offensive
2802,    we slap bitches  ,1,offensive
2803,litterally cannot wait for this weekend with my bad bitches  ,1,offensive
2804,  rollin coal bitches ready to blow ready set go,1,offensive
2805,      like what u bitches wantttt dmx voice ,1,offensive
2806,i need a trippy bitch i aint wit that cute shit,1,offensive
2807,        why fab snapped like that httptcoglkgtqig15   konnnichiwa bitch,1,offensive
2808,  if richnow does not show up with hella tinder hoes im not his friend anymore chill i brought like like 8 prople,1,offensive
2809,  fuck them bitches i hope navy beat em this week    ,1,offensive
2810,stevie j my nigga   bitch be on ten,1,offensive
2811,chillin wit my bitch who never hesitates tonight,1,offensive
2812,so i seen this sweater  its flashy i wanna get it i gotta get it it say my boyfriend is my bitch with some puppies  ,1,offensive
2813,twitter is twitter bitch twitter is life,1,offensive
2814,  the boy told lyssa make them 50   yes bitch and i need em,1,offensive
2815,    because sometimes you just need a moment to appreciate a noble guinea pig with steampunk dragon wings httptcoseryx9v ,0,non_offensive
2816,    if i wanted my ex back believe me i would fucking go get they ass   but i aint bout to dig through the trash  ,1,offensive
2817,        i know it was that dana whore if i get rid of them rn will you donate one to me  that bitch  ,1,offensive
2818,  gucci mane in jail and dropping mixtapes every month and you hoes cannot even text back,1,offensive
2819,on a scale of 1 to redneck i am watching days of thunder right now  ,1,offensive
2820,no time for chasing after someone is like turning up off wine coolers you look like a bitch when you really think about it lol,1,offensive
2821,    lou gehrig had 17 hand fractures in his career played in 2130 straight games    httptcoo6sofyoh ,0,non_offensive
2822,    some bitches only cute when they mouth closed that smile is what fuck yall up bye teeth  ,1,offensive
2823,son of a bitch  ,1,offensive
2824,      declares victory by introducing our next governor charlie baker     httptcohykwrvd ,0,non_offensive
2825,    my body thought we had get an extra hr sleep but my brain decided to wake up 2 hrs earlier my brains a bitch,1,offensive
2826,    brown colored eyes are really blue under a layer of melanin,0,non_offensive
2827,  someone recently told me that a local yokel was going to use my twitter account to damage me so yeah,0,non_offensive
2828,  the dude took off running like a bitch,1,offensive
2829,  aint nothing better in life than meeting a hoe with a full time job  let her have her own benefits nigga what,1,offensive
2830,    catch a bitch snitch my finger itchin on the switch,1,offensive
2831,    i told you all side bitches w motives are more powerful than u think but i am sleep,1,offensive
2832,ofcourse when someone asks what else to eat jackass over here goes brownies big surprise here  ,1,offensive
2833,  yeah bitch did it taste good fucker t,1,offensive
2834,      fat bitch what is her   httptcoizgkpcqio0 ,1,offensive
2835,blows my mind how some guys have these model type girls then cheat on them with some ghetto hoe,1,offensive
2836,    hahahaha basic bitches so funny,1,offensive
2837,every one of then would just be adding me to their collections of hoes,1,offensive
2838,    bitches be like fuck ponies but ponies ve like fuck bitches,1,offensive
2839,i would def call dwight a cradle robbing faggot if i were kobe,1,offensive
2840,    i got drugs and hugs for you bitch,1,offensive
2841,i am sorry but if your costume is a naughty school girl this yr i will forever consider u a basic bitch    ,1,offensive
2842,  you knw where i am pussy i hate when u ask me tht,1,offensive
2843,    yeah i checked my connection i have fucking wifi did you check if you were being a lil bitch nigga httptco0kvf0rewjd,1,offensive
2844,lets these hoes be hoes thats all we know,1,offensive
2845,  the way he raps about fucking my bitch amp banters about having more money than me is so entertaining it is crazy  ,1,offensive
2846,this kid   straight watched a bitch eat her own bloody tampon  ,1,offensive
2847,i do not like bat man though i fucked his bitch twice,1,offensive
2848,  yankees playing tonight in the bronx3rd game of the current series against the diamondbacks,0,non_offensive
2849,  for reals psycho ass bitch lol,1,offensive
2850,    httptcoqmhkkqh8hg  in the yellow is rock hard,1,offensive
2851,sexy ass bitch eating a fry   httptcogtflfgrmtz,1,offensive
2852,these fat hoes think they slick posting neck up pics and shit,1,offensive
2853,  hell no man i am retarded good at situps that run was weak tho,1,offensive
2854,nile     i am really sad that i do not have enough friends to ever be called a pack of niggers with that is my fuckin dream,1,offensive
2855,    since 1914 derek jeter  91 multihit games vs   are 4th most among   behind gehrig  121 ruth  99 an ,0,non_offensive
2856,these hoes aint loyal     naya rivera got married three months after breaking up with big sean httptcoaljctstl82,1,offensive
2857,i bet these bitches trying to set me up  ,1,offensive
2858,  you ah lien ass hoe,1,offensive
2859,i want one ae yous to start something with me tbh but yous are aw pussy  ,1,offensive
2860,she may be dumb as a stump but even sarah mocks obama httptcoqwxb4wbfzq ,0,non_offensive
2861,if anyone ever gets an attitude or w e with me idgaf who it is i am going to be a bitch right back  ,1,offensive
2862,  lol his matches from the early 90s when he was ic champion the bitches really would go ham,1,offensive
2863,what a dirty girl haha         httptco7yaydate,1,offensive
2864,    she my lowkey bitch the one i ride lowkey with,1,offensive
2865,    just show im not playing in this bitch one false move ima spraying in this bitch  ,1,offensive
2866,lolololol not to be a hoe but that was a nyyce one,1,offensive
2867,      homemade pussy eating   httptco2yuidrln3k httptcoz8gaiwllye,1,offensive
2868,smh you dreamed i was a faggot wow     my dream lmfao start from the bottom  up    httptcong0gywaehf,1,offensive
2869,this fat bitch got all huffy cause she took too long to make her turn so i took it so she mouthed off to me   ,1,offensive
2870,    stoner chicks gt drunk hoes httptcojcttrnurm0,1,offensive
2871,fags god damn,1,offensive
2872,ummmso the happy fairy apparently took a crap on my twitter and made it allhappy,1,offensive
2873,we just chasing os round here we aint chasing hoes round here      ,1,offensive
2874,    the 6 commandments of being a hoe httptco85z6pyxgpj,1,offensive
2875,    i heard you wit that bitch that everybodyyyyy fuckingggggg,1,offensive
2876,i wanna apologize for being such a bitch the other day but the way my emotions are set up,1,offensive
2877,  might go to plaq hc  who you gone go with,1,offensive
2878,bahaha omg   this bitch is crazyyy  httptcohfktledkpa,1,offensive
2879,    video renegade cut snowpiercer   an analysis of bong joonho  scifi action film topics include httptcoynt9zs0 ,0,non_offensive
2880,skippin spanish class the rest of this week fuck dat bitch,1,offensive
2881,all i want for my birthday is a big booty hoe,1,offensive
2882,wow redskins do not want this,0,non_offensive
2883,that bitch crazzzy     pussy     ,1,offensive
2884,hahahaha manziel is a faggot and the browns will ruin him win win for me,1,offensive
2885,i am tired of bitches thinking they cool when they ugly if you are ugly bitch that is all you are is ugly,1,offensive
2886,    then the kid he sold it to brought it back to him cooked in a brownie,0,non_offensive
2887,you hit no lights no line for toco bell at 2 in he morning and dianas back in her house it is a miracle  charlie  ,0,non_offensive
2888,let us be serious most fanscallers wanted to run heavily and dink and dunk does not work great against a d you cannot get extra yrds against,0,non_offensive
2889,cannot be many things worse than having cops interrupted because a friggin yankee game is still going on,0,non_offensive
2890,  duhlol me tweeting about eating pussy from the back with my tongue in that made that obviouslol,1,offensive
2891,      he is a pussy,1,offensive
2892,white trash bash   httptcowxvvtem0fc,1,offensive
2893,bitch i am the man that is right i said it bitch i am the man do not you forget it  ,1,offensive
2894,my moor friendsno not black friendsbut moor friends said nigger came from nigeriayou are so loststop tagging me,1,offensive
2895,the bucs has 2 great uniforms and ruined them both for that trash smh,0,non_offensive
2896,and girl i have been thinkin of ways thinkin of new ways to beat that pussy down ,1,offensive
